iter	Logloss
640	0.1625298822
641	0.1623464522
642	0.162254391
643	0.161969507
644	0.1618620433
645	0.1617304292
646	0.1616280501
647	0.1614160049
648	0.1612732969
649	0.1612076189
650	0.1610444091
651	0.1609256911
652	0.1608169843
653	0.1607685921
654	0.1606765052
655	0.1605210346
656	0.1604178888
657	0.1602522578
658	0.1600246176
659	0.1599589634
660	0.1598217942
661	0.1596671141
662	0.1595577623
663	0.1594242996
664	0.1592538838
665	0.1591086528
666	0.1589320633
667	0.1588016266
668	0.1586934
669	0.1585763402
670	0.1584558964
671	0.1582633031
672	0.1580156561
673	0.1577966439
674	0.1576536087
675	0.1575535802
676	0.1574561027
677	0.1572977391
678	0.157152631
679	0.1570478979
680	0.156872897
681	0.156692269
682	0.1565920927
683	0.1564012896
684	0.1562657903
685	0.1561264596
686	0.155981445
687	0.1557310195
688	0.1555408246
689	0.1554474203
690	0.1553786109
691	0.1551698872
692	0.1549989173
693	0.1548347113
694	0.1546669047
695	0.15450132
696	0.154342837
697	0.1542028321
698	0.1540140915
699	0.1538311909
700	0.1537839532
701	0.1536124631
702	0.1534743181
703	0.1533152747
704	0.1531725009
705	0.1529732915
706	0.1528494196
707	0.1526059861
708	0.1524463029
709	0.152161578
710	0.1520735793
711	0.1520056734
712	0.1518610567
713	0.1518477059
714	0.1517419556
715	0.1515792752
716	0.1515237287
717	0.1514697561
718	0.1513749658
719	0.1512285468
720	0.1511731965
721	0.1511011884
722	0.1510299299
723	0.1509501375
724	0.1507071762
725	0.1505789612
726	0.1504813188
727	0.1503726721
728	0.1502312735
729	0.150094814
730	0.1499127928
731	0.149788228
732	0.1496010117
733	0.1495153873
734	0.1494698357
735	0.149411156
736	0.1493390286
737	0.1491901379
738	0.1490543608
739	0.1489375324
740	0.1488667123
741	0.1487985824
742	0.1486109964
743	0.1484699405
744	0.1483172914
745	0.1482875626
746	0.1481781204
747	0.1479947712
748	0.1478890977
749	0.1477751841
750	0.1476160691
751	0.1474817543
752	0.1473897215
753	0.1472724961
754	0.1471014018
755	0.1469669497
756	0.1468886426
757	0.1467726293
758	0.146642294
759	0.1464830838
760	0.1463124534
761	0.1461908472
762	0.1460756102
763	0.1459128174
764	0.1458032861
765	0.1457435886
766	0.1456158445
767	0.1454361412
768	0.1452977709
769	0.145116294
770	0.1450754236
771	0.1449174299
772	0.1447740577
773	0.1446661318
774	0.1445293693
775	0.1444323676
776	0.144164607
777	0.1439875022
778	0.1438379051
779	0.1437572073
780	0.1437064659
781	0.1435495927
782	0.1433695028
783	0.1433051709
784	0.1431016269
785	0.1430758065
786	0.1428808187
787	0.1427645848
788	0.1426362944
789	0.1425842239
790	0.1424296928
791	0.1423132046
792	0.1422023477
793	0.142056461
794	0.1419692406
795	0.1418100591
796	0.1417071201
797	0.1415396134
798	0.1413965454
799	0.1412710332
800	0.1410052886
801	0.140868795
802	0.1407815777
803	0.1406303878
804	0.1404832385
805	0.1403846772
806	0.140115628
807	0.1399808569
808	0.1397360506
809	0.1395727779
810	0.1393318708
811	0.1392329788
812	0.1391304807
813	0.1389970102
814	0.1388956273
815	0.1387831464
816	0.1386882018
817	0.1385836675
818	0.1385124749
819	0.1383892686
820	0.1382945943
821	0.1381786755
822	0.1380429142
823	0.1379763023
824	0.1379042584
825	0.1377260398
826	0.1376035682
827	0.1374256715
828	0.1373253907
829	0.1371891147
830	0.1370933244
831	0.1370220394
832	0.136970538
833	0.1368577909
834	0.1367480212
835	0.1365880409
836	0.1364096387
837	0.1363030935
838	0.1362166312
839	0.1361289163
840	0.1359879906
841	0.1358791877
842	0.1358260931
843	0.1357460741
844	0.1356171782
845	0.1354910368
846	0.1354514624
847	0.1353799317
848	0.1352051652
849	0.1350093338
850	0.1348137465
851	0.1347253241
852	0.1346459903
853	0.1345682732
854	0.1344299731
855	0.1343504584
856	0.1342866476
857	0.1341326242
858	0.1339780049
859	0.1339463662
860	0.1338083828
861	0.1337144681
862	0.1336739781
863	0.1334988443
864	0.1333972028
865	0.1332731164
866	0.1331563367
867	0.1331040024
868	0.1329962591
869	0.1328211738
870	0.1326976986
871	0.132636351
872	0.132558442
873	0.1324755841
874	0.132315866
875	0.1322082881
876	0.1321074974
877	0.1320165745
878	0.1319725761
879	0.1319522783
880	0.1318797838
881	0.1318355296
882	0.131770593
883	0.1316592631
884	0.1315275674
885	0.131452906
886	0.1313018562
887	0.1311541177
888	0.1310018114
889	0.1309558759
890	0.1308589531
891	0.1307378149
892	0.1306105077
893	0.1305246703
894	0.130399904
895	0.1303365575
896	0.1302096716
897	0.1300114146
898	0.1299060078
899	0.1297806482
900	0.1296797164
901	0.12958519
902	0.1294799898
903	0.1294433308
904	0.1293025722
905	0.1291281152
906	0.1290315033
907	0.1288980671
908	0.1288531111
909	0.1287743799
910	0.1287098976
911	0.1286298668
912	0.1285208452
913	0.1283922019
914	0.1283028988
915	0.12823541
916	0.1281416079
917	0.1280191862
918	0.1279318416
919	0.1277990016
920	0.1276646939
921	0.1275222961
922	0.1274700064
923	0.1273841883
924	0.1272071418
925	0.1271184742
926	0.1270668341
927	0.1269625752
928	0.1268856346
929	0.1267932662
930	0.1267182112
931	0.1265106814
932	0.1264389143
933	0.1262911967
934	0.1261599881
935	0.1260605869
936	0.1259855139
937	0.1258429386
938	0.1257778621
939	0.1256073156
940	0.1255049874
941	0.125407667
942	0.1253692038
943	0.1252834009
944	0.1251883866
945	0.1251538572
946	0.1249698352
947	0.1248901532
948	0.1248051838
949	0.1247186834
950	0.124590736
951	0.1244057262
952	0.1243040634
953	0.1242100552
954	0.1240298267
955	0.1239061769
956	0.1238366764
957	0.1237561717
958	0.1236625347
959	0.1235698224
960	0.123473405
961	0.12335861
962	0.1233082525
963	0.1231600855
964	0.1231209905
965	0.1230647715
966	0.1229585861
967	0.1228406238
968	0.1227311102
969	0.1226231907
970	0.1224562788
971	0.1223649316
972	0.1222305097
973	0.1221292288
974	0.1220593555
975	0.1219887114
976	0.1219483462
977	0.1218254522
978	0.1217361227
979	0.1216317502
980	0.1215937476
981	0.1214476696
982	0.1212955369
983	0.1212367023
984	0.1210753749
985	0.1209626729
986	0.1209166486
987	0.1208548302
988	0.1208005439
989	0.1207002735
990	0.1205534166
991	0.1204941362
992	0.1204286921
993	0.1203386638
994	0.1202921404
995	0.1202373972
996	0.1202283659
997	0.1200579836
998	0.1199734448
999	0.119915624
